Year,City,Sport,Discipline,Athlete,Country,Gender,Event,Medal
1988,Séoul,Aviron,Aviron, Dimitrie Popescu,Roumanie,Men,Coquille à quatre cornes avec barreur (4-),Argent
1988,Séoul,Aviron,Aviron, Valentin Robu,Roumanie,Men,Coquille à quatre cornes avec barreur (4-),Argent
1988,Séoul,Aviron,Aviron, Ioan Gabor Snep,Roumanie,Men,Coquille à quatre cornes avec barreur (4-),Argent
1988,Séoul,Aviron,Aviron, Vasile Tomoiaga,Roumanie,Men,Coquille à quatre cornes avec barreur (4-),Argent
1988,Séoul,Aviron,Aviron, Herta Anitas,Roumanie,Women,Coquille à quatre cornes avec barreur (4-),Bronze
1988,Séoul,Aviron,Aviron, Doina Lilian Balan-Snep,Roumanie,Women,Coquille à quatre cornes avec barreur (4-),Bronze
1988,Séoul,Aviron,Aviron, Veronica Necula,Roumanie,Women,Coquille à quatre cornes avec barreur (4-),Bronze
1988,Séoul,Aviron,Aviron, Ecaterina Oancia,Roumanie,Women,Coquille à quatre cornes avec barreur (4-),Bronze
1988,Séoul,Aviron,Aviron, Marioara Trasca,Roumanie,Women,Coquille à quatre cornes avec barreur (4-),Bronze
1988,Séoul,Aviron,Aviron, Gerlinde Doberschütz,République démocratique allemande,Women,Coquille à quatre cornes avec barreur (4-),Or
1988,Séoul,Aviron,Aviron, Carola Hornig,République démocratique allemande,Women,Coquille à quatre cornes avec barreur (4-),Or
1988,Séoul,Aviron,Aviron, Sylvia Rose,République démocratique allemande,Women,Coquille à quatre cornes avec barreur (4-),Or
1988,Séoul,Aviron,Aviron, Birte Siech,République démocratique allemande,Women,Coquille à quatre cornes avec barreur (4-),Or
1988,Séoul,Aviron,Aviron, Martina Walther,République démocratique allemande,Women,Coquille à quatre cornes avec barreur (4-),Or
1988,Séoul,Aviron,Aviron, Ya-Dong Hu,Chine,Women,Coquille à quatre cornes avec barreur (4-),Argent
1988,Séoul,Aviron,Aviron, Rong-Hua Li,Chine,Women,Coquille à quatre cornes avec barreur (4-),Argent
1988,Séoul,Aviron,Aviron, Xiao Yang,Chine,Women,Coquille à quatre cornes avec barreur (4-),Argent
1988,Séoul,Aviron,Aviron, Xiang-Hua Zhang,Chine,Women,Coquille à quatre cornes avec barreur (4-),Argent
1988,Séoul,Aviron,Aviron, Shouying Zhou,Chine,Women,Coquille à quatre cornes avec barreur (4-),Argent
1988,Séoul,Aviron,Aviron, Lynley Hannen,Nouvelle-Zélande,Women,Paire sans barreur (2-),Bronze
1988,Séoul,Aviron,Aviron, Nicola Payne,Nouvelle-Zélande,Women,Paire sans barreur (2-),Bronze
1988,Séoul,Aviron,Aviron, Olga Homeghi-Bularda,Roumanie,Women,Paire sans barreur (2-),Or
1988,Séoul,Aviron,Aviron, Rodica Puscatu-Arba,Roumanie,Women,Paire sans barreur (2-),Or
1988,Séoul,Aviron,Aviron, Lalka Stoyanova Berberova,Bulgarie,Women,Paire sans barreur (2-),Argent
1988,Séoul,Aviron,Aviron, Radka Stoyanova,Bulgarie,Women,Paire sans barreur (2-),Argent
1988,Séoul,Aviron,Aviron, Andrew John Holmes,Royaume-Uni,Men,Coquille à deux avec barreur (2+),Bronze
1988,Séoul,Aviron,Aviron, Steven Redgrave,Royaume-Uni,Men,Coquille à deux avec barreur (2+),Bronze
1988,Séoul,Aviron,Aviron, Patrick John Sweeney,Royaume-Uni,Men,Coquille à deux avec barreur (2+),Bronze
1988,Séoul,Aviron,Aviron, Carmine Abbagnale,Italie,Men,Coquille à deux avec barreur (2+),Or
1988,Séoul,Aviron,Aviron, Giuseppe Abbagnale,Italie,Men,Coquille à deux avec barreur (2+),Or
1988,Séoul,Aviron,Aviron, Giuseppe Di Capua,Italie,Men,Coquille à deux avec barreur (2+),Or
1988,Séoul,Aviron,Aviron, Detlef Kirchhoff,République démocratique allemande,Men,Coquille à deux avec barreur (2+),Argent
1988,Séoul,Aviron,Aviron, Rene Rensch,République démocratique allemande,Men,Coquille à deux avec barreur (2+),Argent
1988,Séoul,Aviron,Aviron, Mario Streit,République démocratique allemande,Men,Coquille à deux avec barreur (2+),Argent
1988,Séoul,Aviron,Aviron, Steffen Bogs,République démocratique allemande,Men,Sculls quadruples sans barreur (4X),Bronze
1988,Séoul,Aviron,Aviron, Heiko Habermann,République démocratique allemande,Men,Sculls quadruples sans barreur (4X),Bronze
1988,Séoul,Aviron,Aviron, Jens Koppen,République démocratique allemande,Men,Sculls quadruples sans barreur (4X),Bronze
1988,Séoul,Aviron,Aviron, Steffen Zühlke,République démocratique allemande,Men,Sculls quadruples sans barreur (4X),Bronze
1988,Séoul,Aviron,Aviron, Agostino Abbagnale,Italie,Men,Sculls quadruples sans barreur (4X),Or
1988,Séoul,Aviron,Aviron, Gianluca Farina,Italie,Men,Sculls quadruples sans barreur (4X),Or
1988,Séoul,Aviron,Aviron, Piero Poli,Italie,Men,Sculls quadruples sans barreur (4X),Or
1988,Séoul,Aviron,Aviron, Davide Tizzano,Italie,Men,Sculls quadruples sans barreur (4X),Or
1988,Séoul,Aviron,Aviron, Lars Bjönness,Norvège,Men,Sculls quadruples sans barreur (4X),Argent
1988,Séoul,Aviron,Aviron, Alf John Hansen,Norvège,Men,Sculls quadruples sans barreur (4X),Argent
1988,Séoul,Aviron,Aviron, Rolf Bernt Thorsen,Norvège,Men,Sculls quadruples sans barreur (4X),Argent
1988,Séoul,Aviron,Aviron, Vetle Vinje,Norvège,Men,Sculls quadruples sans barreur (4X),Argent
1988,Séoul,Aviron,Aviron, Veronica Cochelea,Roumanie,Women,Sculls quadruples sans barreur (4X),Bronze
1988,Séoul,Aviron,Aviron, Anisoara Dobre,Roumanie,Women,Sculls quadruples sans barreur (4X),Bronze
1988,Séoul,Aviron,Aviron, Elisabeta Lipa,Roumanie,Women,Sculls quadruples sans barreur (4X),Bronze
1988,Séoul,Aviron,Aviron, Anisoara Sorohan-Minea,Roumanie,Women,Sculls quadruples sans barreur (4X),Bronze
1988,Séoul,Aviron,Aviron, Kerstin Förster,République démocratique allemande,Women,Sculls quadruples sans barreur (4X),Or
1988,Séoul,Aviron,Aviron, Kristina Mundt,République démocratique allemande,Women,Sculls quadruples sans barreur (4X),Or
1988,Séoul,Aviron,Aviron, Beate Schramm,République démocratique allemande,Women,Sculls quadruples sans barreur (4X),Or
1988,Séoul,Aviron,Aviron, Jana Sorgers,République démocratique allemande,Women,Sculls quadruples sans barreur (4X),Or
1988,Séoul,Aviron,Aviron, Antonina Dumcheva,Union des républiques socialistes soviétiques,Women,Sculls quadruples sans barreur (4X),Argent
1988,Séoul,Aviron,Aviron, Inna Frolova,Union des républiques socialistes soviétiques,Women,Sculls quadruples sans barreur (4X),Argent
1988,Séoul,Aviron,Aviron, Irina Kalimbet,Union des républiques socialistes soviétiques,Women,Sculls quadruples sans barreur (4X),Argent
1988,Séoul,Aviron,Aviron, Svetlana Maziy,Union des républiques socialistes soviétiques,Women,Sculls quadruples sans barreur (4X),Argent
1988,Séoul,Aviron,Aviron, Eric Franciscus Verdonk,Nouvelle-Zélande,Men,Sculls simples (1X),Bronze
1988,Séoul,Aviron,Aviron, Thomas Lange,République démocratique allemande,Men,Sculls simples (1X),Or
1988,Séoul,Aviron,Aviron, Peter-Michael Kolbe,République fédérale d'allemande,Men,Sculls simples (1X),Argent
1988,Séoul,Aviron,Aviron, Magdalena Georgieva,Bulgarie,Women,Sculls simples (1X),Bronze
1988,Séoul,Aviron,Aviron, Jutta Behrendt,République démocratique allemande,Women,Sculls simples (1X),Or
1988,Séoul,Aviron,Aviron, Anne R. Marden,États-Unis,Women,Sculls simples (1X),Argent
1988,Séoul,Voile,Voile, Charles Mckee,États-Unis,Men,470 - Dériveur à deux personnes,Bronze
1988,Séoul,Voile,Voile, John Thomas Shadden,États-Unis,Men,470 - Dériveur à deux personnes,Bronze
1988,Séoul,Voile,Voile, Thierry Peponnet,France,Men,470 - Dériveur à deux personnes,Or
1988,Séoul,Voile,Voile, Luc Pillot,France,Men,470 - Dériveur à deux personnes,Or
1988,Séoul,Voile,Voile, Tonu Toniste,Union des républiques socialistes soviétiques,Men,470 - Dériveur à deux personnes,Argent
1988,Séoul,Voile,Voile, Toomas Toniste,Union des républiques socialistes soviétiques,Men,470 - Dériveur à deux personnes,Argent
1988,Séoul,Voile,Voile, Larisa Moskalenko,Union des républiques socialistes soviétiques,Women,470 - Dériveur à deux personnes,Bronze
1988,Séoul,Voile,Voile, Irina Shunikhovskaya,Union des républiques socialistes soviétiques,Women,470 - Dériveur à deux personnes,Bronze
1988,Séoul,Voile,Voile, Lynne M. Jewell,États-Unis,Women,470 - Dériveur à deux personnes,Or
1988,Séoul,Voile,Voile, Allison Blair Jolly,États-Unis,Women,470 - Dériveur à deux personnes,Or
1988,Séoul,Voile,Voile, Birgitta Bengtsson,Suède,Women,470 - Dériveur à deux personnes,Argent
1988,Séoul,Voile,Voile, Marit Söderström,Suède,Women,470 - Dériveur à deux personnes,Argent
1988,Séoul,Voile,Voile, Michael William Gebhardt,États-Unis,Men,Conseil (Division Ii),Bronze
1988,Séoul,Voile,Voile, Anthony Bruce Kendall,Nouvelle-Zélande,Men,Conseil (Division Ii),Or
1988,Séoul,Voile,Voile, Jan D. Boersma,Antilles néerlandaises*,Men,Conseil (Division Ii),Argent
1988,Séoul,Voile,Voile, Jesper Bank,Danemark,Men,Fleet/Match Race Keelboat Open (Soling),Bronze
1988,Séoul,Voile,Voile, Jan Dupont Mathiasen,Danemark,Men,Fleet/Match Race Keelboat Open (Soling),Bronze
1988,Séoul,Voile,Voile, Steen Klaaborg Secher,Danemark,Men,Fleet/Match Race Keelboat Open (Soling),Bronze
1988,Séoul,Voile,Voile, Thomas Flach,République démocratique allemande,Men,Fleet/Match Race Keelboat Open (Soling),Or
1988,Séoul,Voile,Voile, Bernd Jäkel,République démocratique allemande,Men,Fleet/Match Race Keelboat Open (Soling),Or
1988,Séoul,Voile,Voile, Jochen Schümann,République démocratique allemande,Men,Fleet/Match Race Keelboat Open (Soling),Or
1988,Séoul,Voile,Voile, William Henry Baylis,États-Unis,Men,Fleet/Match Race Keelboat Open (Soling),Argent
1988,Séoul,Voile,Voile, Robert Iain Colin Billingham,États-Unis,Men,Fleet/Match Race Keelboat Open (Soling),Argent
1988,Séoul,Voile,Voile, John Paul Kostecki,États-Unis,Men,Fleet/Match Race Keelboat Open (Soling),Argent
1988,Séoul,Voile,Voile, Frank Joseph Mclaughlin,Canada,Men,Le Hollandais volant,Bronze
1988,Séoul,Voile,Voile, John Charles Millen,Canada,Men,Le Hollandais volant,Bronze
1988,Séoul,Voile,Voile, Christian Grönborg,Danemark,Men,Le Hollandais volant,Or
1988,Séoul,Voile,Voile, Jörgen  Bojsen Möller,Danemark,Men,Le Hollandais volant,Or
1988,Séoul,Voile,Voile, Erik Björkum,Norvège,Men,Le Hollandais volant,Argent
1988,Séoul,Voile,Voile, Ole Petter Pollen,Norvège,Men,Le Hollandais volant,Argent
1988,Séoul,Voile,Voile, John Cutler,Nouvelle-Zélande,Men,Dériveur solitaire (Finn),Bronze
1988,Séoul,Voile,Voile, Jose Luis Doreste,Espagne,Men,Dériveur solitaire (Finn),Or
1988,Séoul,Voile,Voile, Peter Holmberg,Vierges américaines*,Men,Dériveur solitaire (Finn),Argent
1988,Séoul,Voile,Voile, Clinio Freitas,Brésil,Men,Tornado - Multicoque,Bronze
1988,Séoul,Voile,Voile, Lars Grael Schmidt,Brésil,Men,Tornado - Multicoque,Bronze
1988,Séoul,Voile,Voile, Nicolas Henard,France,Men,Tornado - Multicoque,Or
1988,Séoul,Voile,Voile, Jean Yves Le Deroff,France,Men,Tornado - Multicoque,Or
1988,Séoul,Voile,Voile, Rex Samuel Sellers,Nouvelle-Zélande,Men,Tornado - Multicoque,Argent
1988,Séoul,Voile,Voile, Christopher Timms,Nouvelle-Zélande,Men,Tornado - Multicoque,Argent
1988,Séoul,Voile,Voile, Nelson Falcao,Brésil,Men,Open quillard à deux personnes (Star),Bronze
1988,Séoul,Voile,Voile, Torben Grael,Brésil,Men,Open quillard à deux personnes (Star),Bronze
1988,Séoul,Voile,Voile, Michael Mackay Mcintyre,Royaume-Uni,Men,Open quillard à deux personnes (Star),Or
1988,Séoul,Voile,Voile, Philip Brynolf Vaile,Royaume-Uni,Men,Open quillard à deux personnes (Star),Or
1988,Séoul,Voile,Voile, Harold Haenel,États-Unis,Men,Open quillard à deux personnes (Star),Argent
1988,Séoul,Voile,Voile, Mark Jeffrey Reynolds,États-Unis,Men,Open quillard à deux personnes (Star),Argent
1988,Séoul,Tirer,Tirer, Marina Logvinenko,Union des républiques socialistes soviétiques,Women,Pistolet à air comprimé 10M (40 tirs),Bronze
1988,Séoul,Tirer,Tirer, Jasna Sekaric,République fédérale de Yougoslavie,Women,Pistolet à air comprimé 10M (40 tirs),Or
1988,Séoul,Tirer,Tirer, Nino Salukvadze,Union des républiques socialistes soviétiques,Women,Pistolet à air comprimé 10M (40 tirs),Argent
1988,Séoul,Tirer,Tirer, Haifeng Xu,Chine,Men,Pistolet à air comprimé 10M (60 tirs),Bronze
1988,Séoul,Tirer,Tirer, Tanyu Kiriakov,Bulgarie,Men,Pistolet à air comprimé 10M (60 tirs),Or
1988,Séoul,Tirer,Tirer, Erich Buljung,États-Unis,Men,Pistolet à air comprimé 10M (60 tirs),Argent
1988,Séoul,Tirer,Tirer, Anna Malukhina,Union des républiques socialistes soviétiques,Women,Carabine à air comprimé 10M (40 tirs),Bronze
1988,Séoul,Tirer,Tirer, Irina Shilova,Union des républiques socialistes soviétiques,Women,Carabine à air comprimé 10M (40 tirs),Or
1988,Séoul,Tirer,Tirer, Silvia Sperber,République fédérale d'allemande,Women,Carabine à air comprimé 10M (40 tirs),Argent
1988,Séoul,Tirer,Tirer, Johann Riederer,République fédérale d'allemande,Men,Carabine à air comprimé 10M (60 tirs),Bronze
1988,Séoul,Tirer,Tirer, Goran Maksimovic,République fédérale de Yougoslavie,Men,Carabine à air comprimé 10M (60 tirs),Or
1988,Séoul,Tirer,Tirer, Nicolas Berthelot,France,Men,Carabine à air comprimé 10M (60 tirs),Argent
1988,Séoul,Tirer,Tirer, Jasna Sekaric,République fédérale de Yougoslavie,Women,25M Pistolet (30+30 tirs),Bronze
1988,Séoul,Tirer,Tirer, Nino Salukvadze,Union des républiques socialistes soviétiques,Women,25M Pistolet (30+30 tirs),Or
1988,Séoul,Tirer,Tirer, Tomoko Hasegawa,Japon,Women,25M Pistolet (30+30 tirs),Argent
1988,Séoul,Tirer,Tirer, Zoltan Kovacs,Hongrie,Men,Pistolet à tir rapide 25M (60 tirs),Bronze
1988,Séoul,Tirer,Tirer, Afanasijs Kuzmins,Union des républiques socialistes soviétiques,Men,Pistolet à tir rapide 25M (60 tirs),Or
1988,Séoul,Tirer,Tirer, Ralf Schumann,République démocratique allemande,Men,Pistolet à tir rapide 25M (60 tirs),Argent
1988,Séoul,Tirer,Tirer, Igor Basinski,Union des républiques socialistes soviétiques,Men,Pistolet 50M (60 tirs),Bronze
1988,Séoul,Tirer,Tirer, Sorin Babii,Roumanie,Men,Pistolet 50M (60 tirs),Or
1988,Séoul,Tirer,Tirer, Ragnar Skanäker,Suède,Men,Pistolet 50M (60 tirs),Argent
1988,Séoul,Tirer,Tirer, Valentina Cherkasova,Union des républiques socialistes soviétiques,Women,50M Carabine 3 positions (3X20 tirs),Bronze
1988,Séoul,Tirer,Tirer, Silvia Sperber,République fédérale d'allemande,Women,50M Carabine 3 positions (3X20 tirs),Or
1988,Séoul,Tirer,Tirer, Vessela Nikolaeva Letcheva,Bulgarie,Women,50M Carabine 3 positions (3X20 tirs),Argent
1988,Séoul,Tirer,Tirer, Kirill Ivanov,Union des républiques socialistes soviétiques,Men,Carabine 50M 3 positions (3X40 tirs),Bronze
1988,Séoul,Tirer,Tirer, Malcolm Douglas Cooper,Royaume-Uni,Men,Carabine 50M 3 positions (3X40 tirs),Or
1988,Séoul,Tirer,Tirer, Alister Millar Allan,Royaume-Uni,Men,Carabine 50M 3 positions (3X40 tirs),Argent
1988,Séoul,Tirer,Tirer, Attila Zahonyi,Hongrie,Men,50M carabine couchée (60 tirs),Bronze
1988,Séoul,Tirer,Tirer, Miroslav Varga,Tchécoslovaquie,Men,50M carabine couchée (60 tirs),Or
1988,Séoul,Tirer,Tirer, Young-Chul Cha,"Corée, Sud",Men,50M carabine couchée (60 tirs),Argent
1988,Séoul,Tirer,Tirer, Gennadi Avramenko,Union des républiques socialistes soviétiques,Men,Cible de course de 50M (30+30 tirs),Bronze
1988,Séoul,Tirer,Tirer, Tor Heiestad,Norvège,Men,Cible de course de 50M (30+30 tirs),Or
1988,Séoul,Tirer,Tirer, Shi-Ping Huang,Chine,Men,Cible de course de 50M (30+30 tirs),Argent
1988,Séoul,Tirer,Tirer, Jorge Guardiola Hay,Espagne,Men,Skeet (125 cibles),Bronze
1988,Séoul,Tirer,Tirer, Axel Wegner,République démocratique allemande,Men,Skeet (125 cibles),Or
1988,Séoul,Tirer,Tirer, Alfonso De Irruarrizaga,Chili,Men,Skeet (125 cibles),Argent
1988,Séoul,Tirer,Tirer, Frans Peeters,Belgique,Men,Piège (125 cibles),Bronze
1988,Séoul,Tirer,Tirer, Dmitri Monakov,Union des républiques socialistes soviétiques,Men,Piège (125 cibles),Or
1988,Séoul,Tirer,Tirer, Miloslav Bednarik,Tchécoslovaquie,Men,Piège (125 cibles),Argent
1988,Séoul,Tennis de table,Tennis de table, Jae Hyung An,"Corée, Sud",Men,Doubles,Bronze
1988,Séoul,Tennis de table,Tennis de table, Nam-Kyu Yoo,"Corée, Sud",Men,Doubles,Bronze
1988,Séoul,Tennis de table,Tennis de table, Long-Can Chen,Chine,Men,Doubles,Or
1988,Séoul,Tennis de table,Tennis de table, Qing-Guang Wei,Chine,Men,Doubles,Or
1988,Séoul,Tennis de table,Tennis de table, Ilija Lupulesku,République fédérale de Yougoslavie,Men,Doubles,Argent
1988,Séoul,Tennis de table,Tennis de table, Zoran Primorac,République fédérale de Yougoslavie,Men,Doubles,Argent
1988,Séoul,Tennis de table,Tennis de table, Gordana Perkucin,République fédérale de Yougoslavie,Women,Doubles,Bronze
1988,Séoul,Tennis de table,Tennis de table, Jasna Reed,République fédérale de Yougoslavie,Women,Doubles,Bronze
1988,Séoul,Tennis de table,Tennis de table, Jung Hwa Hyun,"Corée, Sud",Women,Doubles,Or
1988,Séoul,Tennis de table,Tennis de table, Young-Ja Yang,"Corée, Sud",Women,Doubles,Or
1988,Séoul,Tennis de table,Tennis de table, Jing Chen,Chine,Women,Doubles,Argent
1988,Séoul,Tennis de table,Tennis de table, Zhi-Min Jiao,Chine,Women,Doubles,Argent
1988,Séoul,Tennis de table,Tennis de table, Erik Lindh,Suède,Men,Célibataires,Bronze
1988,Séoul,Tennis de table,Tennis de table, Nam-Kyu Yoo,"Corée, Sud",Men,Célibataires,Or
1988,Séoul,Tennis de table,Tennis de table, Ki Taik Kim,"Corée, Sud",Men,Célibataires,Argent
1988,Séoul,Tennis de table,Tennis de table, Zhi-Min Jiao,Chine,Women,Célibataires,Bronze
1988,Séoul,Tennis de table,Tennis de table, Jing Chen,Chine,Women,Célibataires,Or
1988,Séoul,Tennis de table,Tennis de table, Hui-Fen Li,Chine,Women,Célibataires,Argent
1988,Séoul,Tennis,Tennis, Stefan Edberg,Suède,Men,Doubles,Bronze
1988,Séoul,Tennis,Tennis, Anders Jarryd,Suède,Men,Doubles,Bronze
1988,Séoul,Tennis,Tennis, Miloslav Mecir,Tchécoslovaquie,Men,Doubles,Bronze
1988,Séoul,Tennis,Tennis, Milan Srejber,Tchécoslovaquie,Men,Doubles,Bronze
1988,Séoul,Tennis,Tennis, Kenneth Flach,États-Unis,Men,Doubles,Or
1988,Séoul,Tennis,Tennis, Robert A. Seguso,États-Unis,Men,Doubles,Or
1988,Séoul,Tennis,Tennis, Sergio Casal Martinez,Espagne,Men,Doubles,Argent
1988,Séoul,Tennis,Tennis, Emilio Sanchez,Espagne,Men,Doubles,Argent
1988,Séoul,Tennis,Tennis, Steffi Graf,République fédérale d'allemande,Women,Doubles,Bronze
1988,Séoul,Tennis,Tennis, Claudia Kohde-Kilsch,République fédérale d'allemande,Women,Doubles,Bronze
1988,Séoul,Tennis,Tennis, Elizabeth Smylie,Australie,Women,Doubles,Bronze
1988,Séoul,Tennis,Tennis, Wendy Turnbull,Australie,Women,Doubles,Bronze
1988,Séoul,Tennis,Tennis, Zina Garrison,États-Unis,Women,Doubles,Or
1988,Séoul,Tennis,Tennis, Pamela Howard Shriver,États-Unis,Women,Doubles,Or
1988,Séoul,Tennis,Tennis, Jana Novotna,Tchécoslovaquie,Women,Doubles,Argent
1988,Séoul,Tennis,Tennis, Helena Sukova,Tchécoslovaquie,Women,Doubles,Argent
1988,Séoul,Tennis,Tennis, Stefan Edberg,Suède,Men,Célibataires,Bronze
1988,Séoul,Tennis,Tennis, Bradley N. Gilbert,États-Unis,Men,Célibataires,Bronze
1988,Séoul,Tennis,Tennis, Miloslav Mecir,Tchécoslovaquie,Men,Célibataires,Or
1988,Séoul,Tennis,Tennis, Timothy C. Mayotte,États-Unis,Men,Célibataires,Argent
1988,Séoul,Tennis,Tennis, Zina Garrison,États-Unis,Women,Célibataires,Bronze
1988,Séoul,Tennis,Tennis, Manuela Maleeva-Fragniere,Bulgarie,Women,Célibataires,Bronze
1988,Séoul,Tennis,Tennis, Steffi Graf,République fédérale d'allemande,Women,Célibataires,Or
1988,Séoul,Tennis,Tennis, Gabriela Sabatini,Argentine,Women,Célibataires,Argent
1988,Séoul,Volleyball,Volleyball, Daniel Jorge Castellani,Argentine,Men,Volleyball,Bronze
1988,Séoul,Volleyball,Volleyball, Daniel M. Colla,Argentine,Men,Volleyball,Bronze
1988,Séoul,Volleyball,Volleyball, Hugo Nestor Conte,Argentine,Men,Volleyball,Bronze
1988,Séoul,Volleyball,Volleyball, Juan Carlos Cuminetti,Argentine,Men,Volleyball,Bronze
1988,Séoul,Volleyball,Volleyball, Esteban De Palma,Argentine,Men,Volleyball,Bronze
1988,Séoul,Volleyball,Volleyball, Alejandro Diz,Argentine,Men,Volleyball,Bronze
1988,Séoul,Volleyball,Volleyball, Waldo Ariel Kantor,Argentine,Men,Volleyball,Bronze
1988,Séoul,Volleyball,Volleyball, Esteban Eduardo Martinez,Argentine,Men,Volleyball,Bronze
1988,Séoul,Volleyball,Volleyball, Raul Nicolas Quiroga,Argentine,Men,Volleyball,Bronze
1988,Séoul,Volleyball,Volleyball, Jon Emili Uriarte,Argentine,Men,Volleyball,Bronze
1988,Séoul,Volleyball,Volleyball, Carlos Weber,Argentine,Men,Volleyball,Bronze
1988,Séoul,Volleyball,Volleyball, Claudio F. Zulianello,Argentine,Men,Volleyball,Bronze
1988,Séoul,Volleyball,Volleyball, Craig Werner Buck,États-Unis,Men,Volleyball,Or
1988,Séoul,Volleyball,Volleyball, Robert Jan Ctvrtlik,États-Unis,Men,Volleyball,Or
1988,Séoul,Volleyball,Volleyball, Scott Thomas Fortune,États-Unis,Men,Volleyball,Or
1988,Séoul,Volleyball,Volleyball, Charles Kiraly,États-Unis,Men,Volleyball,Or
1988,Séoul,Volleyball,Volleyball, Ricci Judson Luyties,États-Unis,Men,Volleyball,Or
1988,Séoul,Volleyball,Volleyball, Robert Douglas Partie,États-Unis,Men,Volleyball,Or
1988,Séoul,Volleyball,Volleyball, Jonathan Edward Root,États-Unis,Men,Volleyball,Or
